S/N,Original_Agency,Department,Original_Job_Title,Task_Line,AI_Integration_Probability_Percent,AI_Integration_Skill_Level,AI_Integration_Reasoning,Tool_1,Tool_2,Tool_3,Tool_1_Similarity,Tool_2_Similarity,Tool_3_Similarity,Tool_1_Desc,Tool_2_Desc,Tool_3_Desc,Subtask_1,Subtask_2,Subtask_3,LLM_Confidence_Score
202,People's Association,Social and Community Development,"Senior Manager (Special Project), NE CDC","Plan, coordinate and execute events such as job fairs, learning festivals and/or neighbourhood activations.",40,Medium,"AI can assist with event planning tools and coordination logistics, but execution and on-site management require human oversight and adaptability.",MAESTRO,Pair,GovEntry,0.386276223,0.374829581,0.360900706,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,Simplifies event registration and attendance tracking processes.,"Develop a detailed event plan, including objectives, target audience, and key activities.","Coordinate with stakeholders and vendors to secure venues, resources, and logistics.","Oversee the execution of the event, ensuring smooth operations and addressing any issues that arise.",0.8
202,People's Association,Social and Community Development,"Senior Manager (Special Project), NE CDC",Provide guidance to JAs and Ms on effective engagement processes with jobseekers and employers.,20,Medium,"AI can provide standardized training materials and engagement templates, but personalized guidance requires human expertise and adaptability.",SENSE,VICA,Pair,0.362919189,0.355696624,0.351467521,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI-driven platform for creating user-friendly chatbots for citizen services.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,Develop clear guidelines on effective communication strategies for engaging jobseekers and employers.,Conduct training sessions to equip JAs and Ms with skills for facilitating meaningful interactions.,Provide examples of successful engagement processes to illustrate best practices.,0.8
202,People's Association,Social and Community Development,"Senior Manager (Special Project), NE CDC",Ensure proper and consistent usage of programme systems and platforms by the team.,60,High,"AI can monitor and enforce system usage, provide automated reminders, and ensure compliance with platform protocols effectively.",MAESTRO,Pair,READ,0.48148639,0.46680453,0.441352283,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI-powered solution that streamlines document handling and verification.,Develop and communicate clear guidelines for the usage of programme systems and platforms.,Conduct regular training sessions to ensure team members are familiar with the systems and platforms.,Monitor team usage and address any inconsistencies or issues promptly.,0.8
202,People's Association,Social and Community Development,"Senior Manager (Special Project), NE CDC",Support CDCs and Community Clubs/Centres (CCs) in engaging resident jobseekers and onboarding community-based employers.,30,Medium,"AI can assist with engagement analytics and onboarding workflows, but direct interaction with jobseekers and employers requires human involvement.",SENSE,VICA,READ,0.395588611,0.368703269,0.368064681,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI-driven platform for creating user-friendly chatbots for citizen services.,An AI-powered solution that streamlines document handling and verification.,Coordinate with CDCs and CCs to identify resident jobseekers and community-based employers for engagement activities.,Organize outreach programs or events to connect jobseekers with potential employers within the community.,Facilitate the onboarding process for community-based employers to participate in employment initiatives.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),Provide support for divisionâ€™s projects and events,40,Medium,"AI can assist in project management tasks such as scheduling, resource allocation, and communication, but human oversight is required for decision-making and stakeholder engagement.",Pair,SENSE,Pinpoint,0.428883656,0.376686828,0.367803674,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI data assistant that enables non-technical users to analyse datasets easily.,"A secure, AI-powered platform for storing, managing, and sharing images and videos efficiently.",Coordinate logistics and resources required for projects and events.,Assist in the preparation and dissemination of project and event materials.,Provide on-site support during project implementation and events.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),"Supervises the manager in providing support in the area of costumes, accessories, shoes and props for divisionâ€™s events and activities including PA Talents performances, or other PAâ€™s events",30,Medium,"AI can assist in inventory management and procurement processes for costumes and props, but supervision and creative decision-making require human input.",Pair,MAESTRO,READ,0.365883609,0.317947349,0.313784265,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,An AI-powered solution that streamlines document handling and verification.,"Monitor the manager's coordination of costume, accessory, shoe, and prop requirements for division events and activities.",Ensure the manager provides timely and adequate support for PA Talents performances and other PA events.,Review and provide feedback on the manager's planning and execution of resource allocation for event-related needs.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),Chairs internal and external meetings and discussions.,20,Medium,"AI can assist in scheduling, agenda setting, and note-taking during meetings, but leading discussions and decision-making require human involvement.",SENSE,Pair,AISAY,0.331242329,0.323915286,0.313612347,An AI data assistant that enables non-technical users to analyse datasets easily.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,"An AI document reader that autonomously detects, extracts, and integrates information from various documents into systems.",Prepare agenda and objectives for the meetings and discussions.,Facilitate the meetings by guiding discussions and ensuring alignment with objectives.,Summarize key points and decisions made during the meetings for follow-up actions.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),Performs other duties as assigned by Senior Officers.,10,Low,"The nature of 'other duties' is undefined and likely to require human judgment and adaptability, limiting AI automation potential.",,,,,,,,,,Review and understand the instructions provided by Senior Officers.,Coordinate with relevant stakeholders to gather necessary information or resources.,Execute the assigned duties while ensuring compliance with organizational policies and standards.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),Assists Senior Officers in the formulation of policies and align divisionâ€™s strategic goals to meet PAâ€™s mission and objectives.,15,Low,"Policy formulation and strategic alignment require high-level human judgment and contextual understanding, which are challenging for AI to replicate.",,,,,,,,,,Conduct research and gather relevant data to support policy formulation.,Collaborate with Senior Officers to draft policy proposals and recommendations.,Review divisionâ€™s strategic goals to ensure alignment with PAâ€™s mission and objectives.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),Assists to plan and review the programmes and projects of the section to meet the divisionâ€™s strategic & operational goals.,30,Medium,"AI can support planning and review processes through data analysis and reporting, but human expertise is needed for strategic decision-making.",SENSE,Pair,MAESTRO,0.427763215,0.414393358,0.359585055,An AI data assistant that enables non-technical users to analyse datasets easily.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,Collaborate with team members to identify and align programmes and projects with the division's strategic and operational goals.,Evaluate the effectiveness and progress of existing programmes and projects against established objectives.,Provide recommendations for adjustments or improvements to ensure alignment with the division's goals.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),Supervises and develops staff for continuous improvement and to help staff understand PAâ€™s initiatives and perform their assigned duties.,10,Low,"Supervision and staff development require interpersonal skills and emotional intelligence, which are not easily automated.",,,,,,,,,,Conduct regular performance reviews and provide constructive feedback to staff.,Organize training sessions and development programs to enhance staff skills and knowledge.,Communicate PAâ€™s initiatives clearly and align staff roles with organizational goals.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),Serves as a Relationship Manager to build and maintain close working relationships with partners and stakeholders.,10,Low,"Building and maintaining relationships is a highly human-centric task that requires emotional intelligence and interpersonal skills, which are not easily automated.",,,,,,,,,,Identify and prioritize key partners and stakeholders to engage with based on organizational objectives.,Conduct regular meetings and communication to understand their needs and align on mutual goals.,Develop and implement strategies to foster collaboration and address any concerns or challenges.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),Serves as a member of the Administrative and Procurement Team to check the divisionâ€™s procurement procedures and ensure compliance with government procurement policies.,50,Medium,"AI can assist in monitoring compliance and automating procurement processes, but human oversight is required for final approvals and handling exceptions.",READ,Pair,AISAY,0.44532682,0.420441941,0.389656329,An AI-powered solution that streamlines document handling and verification.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,"An AI document reader that autonomously detects, extracts, and integrates information from various documents into systems.",Review procurement documents and processes to ensure they align with government procurement policies.,Identify and address any discrepancies or non-compliance issues in procurement procedures.,Provide recommendations to improve adherence to procurement policies and streamline processes.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),"Oversees the conceptualisation and production of Chingay Parade including the format planning, coordination with production managers and other stakeholders, planning and coordination of the briefing sessions, practices, rehearsals and parade days.",30,Medium,"AI can assist in scheduling, resource allocation, and communication, but creative conceptualisation and stakeholder coordination require human expertise.",Pair,MAESTRO,AIBots,0.370220988,0.336385441,0.327638139,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,A platform that allows users to quickly and easily create RAG-powered AI chatbots.,"Develop the overall concept and format for the Chingay Parade, ensuring alignment with event objectives and stakeholder expectations.","Coordinate with production managers and stakeholders to ensure seamless integration of logistics, performances, and event requirements.","Plan and oversee briefing sessions, practices, rehearsals, and parade day activities to ensure smooth execution of the event.",0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),"Management of the volunteers and staff supporting the execution of the practices, rehearsals and parade days to ensure the smooth execution of the parade.",20,Medium,"AI can assist in scheduling and tracking volunteer activities, but managing people and ensuring smooth execution requires human oversight.",Pair,MAESTRO,BookingSG,0.343678963,0.327037289,0.306616526,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,Simplifies resource and booking management to maximise productivity across government.,"Coordinate schedules and roles for volunteers and staff to ensure proper coverage during practices, rehearsals, and parade days.",Monitor and address any logistical or operational issues faced by volunteers and staff during the execution of activities.,Provide clear communication and guidance to volunteers and staff to align their efforts with the overall parade objectives.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),"Serves as a production manager to Chingay performing groups, coordinating the groupsâ€™ participation in the Chingay Parade and its rehearsals as well as related fringe events by providing administrative and technical support with regards to choreography, training, costumes, floats, props, sound and lighting etc, to ensure their items meet the acceptable standard of the parade.",25,Medium,"AI can assist in administrative and technical support tasks such as scheduling and resource management, but creative and interpersonal aspects require human involvement.",Pair,READ,AIBots,0.39863228,0.334488683,0.329266927,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI-powered solution that streamlines document handling and verification.,A platform that allows users to quickly and easily create RAG-powered AI chatbots.,Coordinate with performing groups to schedule rehearsals and participation in the Chingay Parade and related fringe events.,"Provide administrative and technical support for choreography, training, costumes, floats, props, sound, and lighting to ensure readiness.",Review and ensure performance items meet the acceptable standards of the parade.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),Conducts audit checks to ensure that the performing items comply with artistic requirements of Chingay.,40,Medium,"AI can assist in identifying discrepancies and ensuring compliance through automated checks, but artistic evaluation requires human judgment.",READ,Oobee,Pair,0.380687501,0.370227279,0.36206561,An AI-powered solution that streamlines document handling and verification.,Automated accessibility testing tool.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,Review the artistic requirements and guidelines for Chingay performances.,Inspect and evaluate the performing items against the established artistic criteria.,Document findings and report any non-compliance to relevant stakeholders for corrective action.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),Leads the planning and co-ordination of ad-hoc Chingay projects that enable mass participation by the community and give support to logistic and administrative matters for the programme.,30,Medium,"AI can assist in logistical planning and administrative tasks, but leadership and community engagement require human expertise.",Pair,SENSE,MAESTRO,0.387755727,0.333661297,0.331532279,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,"Develop a detailed project plan outlining objectives, timelines, and resource requirements for the Chingay projects.",Engage community stakeholders to encourage mass participation and gather feedback for programme improvement.,Coordinate logistics and administrative support to ensure smooth execution of the programme.,0.8
203,People's Association,Social and Community Development,Senior Manager (Projects & Productions),"Supervises the Manager in production and management of all the costumes, props, headgears, shoes and accessories for the entire Chingay Parade including the designing, sourcing, procurement, supervising of the appointed contractors, sorting, distribution and maintenance.",35,Medium,"AI can assist in inventory management, procurement, and tracking, but supervision and creative design require human input.",Pair,READ,MAESTRO,0.368454953,0.322865387,0.318003311,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI-powered solution that streamlines document handling and verification.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,"Oversee the design and conceptualization process for costumes, props, and accessories to ensure alignment with the Chingay Parade theme.","Coordinate and supervise sourcing, procurement, and contractor activities to ensure timely delivery and quality standards.","Manage the sorting, distribution, and maintenance of all items to ensure readiness and proper upkeep for the parade.",0.8
204,People's Association,Human Resources,Senior Manager (HR Business Partnering),"To serve as the HR Business Partner for assigned PA divisions, managing the full spectrum of human resources operations including recruitment, staff deployment, postings, and exit management.",40,Medium,"While AI can assist with recruitment, staff deployment, and exit management through automation tools, human oversight is required for decision-making, stakeholder engagement, and nuanced judgment.",Pair,READ,MAESTRO,0.361707042,0.355871269,0.324424314,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI-powered solution that streamlines document handling and verification.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,Coordinate and oversee recruitment processes to ensure timely hiring of suitable candidates for assigned divisions.,Manage staff deployment and postings to align with organizational needs and employee development plans.,"Handle exit management processes, including conducting exit interviews and ensuring proper documentation and compliance.",0.8
204,People's Association,Human Resources,Senior Manager (HR Business Partnering),"The role involves fostering stakeholder relationships, developing recruitment strategies, providing professional HR advice on policy interpretation and staff matters, and leveraging technology and data analytics to optimise HR functions whilst implementing innovative HR solutions.",50,Medium,"AI can support recruitment strategies, policy interpretation, and data analytics, but fostering relationships and providing professional advice require human interaction and emotional intelligence.",SENSE,READ,Pair,0.370924984,0.340868056,0.337633396,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI-powered solution that streamlines document handling and verification.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,Engage and collaborate with stakeholders to build strong relationships and understand their HR needs.,Develop and implement recruitment strategies aligned with organisational goals and workforce planning.,Analyse HR data and trends to identify opportunities for process optimisation and innovative solutions.,0.8
204,People's Association,Human Resources,Senior Manager (HR Business Partnering),Other ad-hoc duties not covered under main responsibilities and duties.,0,NA,This is not a task as it is a placeholder for unspecified duties.,,,,,,,,,,,,,0.9
204,People's Association,Human Resources,Senior Manager (HR Business Partnering),"Provide business partnering support for assigned PA Divisions including staff under the CDC Vouchers Scheme and JobsNearby@CDCs, managing manpower resourcing and providing professional advice on HR policies and staff matters including recruitment, outreach, on-boarding, postings and secondment, temporal staff, re-employment, contract renewal and exit management.",45,Medium,"AI can assist with manpower resourcing, recruitment, and contract management through automation tools, but professional advice and stakeholder engagement require human expertise.",Pair,READ,BookingSG,0.399110348,0.37047395,0.352393434,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI-powered solution that streamlines document handling and verification.,Simplifies resource and booking management to maximise productivity across government.,"Collaborate with assigned PA Divisions to assess and address manpower resourcing needs, including planning for recruitment, postings, and secondments.","Provide guidance and professional advice on HR policies and processes related to staff matters such as on-boarding, contract renewals, re-employment, and exit management.",Support outreach efforts and manage temporal staff under initiatives like the CDC Vouchers Scheme and JobsNearby@CDCs.,0.8
204,People's Association,Human Resources,Senior Manager (HR Business Partnering),"Foster strong relationships with stakeholders, communicate effectively and build trust to effectively influence, facilitate, negotiate, and resolve conflict while developing and engaging employees.",15,Low,"AI can provide communication templates and sentiment analysis, but building trust, resolving conflicts, and engaging employees require human emotional intelligence and interpersonal skills.",,,,,,,,,,"Engage stakeholders regularly to understand their needs, concerns, and expectations.",Facilitate open and transparent communication to address issues and build mutual trust.,Mediate conflicts and negotiate solutions that align with organizational goals while fostering employee development.,0.8
204,People's Association,Human Resources,Senior Manager (HR Business Partnering),"Develop and implement recruitment strategies including sourcing, assessment, and selection to maximise effectiveness of the selection process and help PA achieve its operational goals.",60,High,"AI can significantly enhance recruitment processes through automated sourcing, candidate assessment, and initial selection, reducing manual effort and improving efficiency.",Pair,READ,AISAY,0.403064178,0.40276116,0.378490697,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI-powered solution that streamlines document handling and verification.,"An AI document reader that autonomously detects, extracts, and integrates information from various documents into systems.",Identify and analyse organisational needs to determine recruitment priorities and target candidate profiles.,Design and execute sourcing strategies to attract suitable candidates through various channels.,Develop and apply assessment and selection criteria to evaluate candidates effectively and align with operational goals.,0.8
204,People's Association,Human Resources,Senior Manager (HR Business Partnering),Champion new ways of working by applying and implementing innovative solutions to day-to-day work.,50,Medium,"AI can support innovation by providing tools and insights for process improvement, but human creativity and decision-making are essential for implementing new solutions.",Pair,READ,SENSE,0.396022347,0.384853531,0.370671367,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI-powered solution that streamlines document handling and verification.,An AI data assistant that enables non-technical users to analyse datasets easily.,Identify areas in day-to-day work that can benefit from innovative solutions.,Research and evaluate potential innovative approaches or methodologies to address identified areas.,Develop and implement a plan to integrate the chosen innovative solutions into existing workflows.,0.8
204,People's Association,Human Resources,Senior Manager (HR Business Partnering),"Translate, and implement policies and processes that are staff-centric while taking into consideration staff and organisational needs, relevant legislations and industry best practices.",30,Medium,"AI can assist in drafting and analyzing policies based on data and best practices, but human judgment is required to ensure alignment with organizational needs and legal compliance.",Optimal Government Rule Engine (OGRE),Pair,READ,0.453072394,0.427358017,0.407417341,Transforms policy rules into business logic that powers technology systems.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI-powered solution that streamlines document handling and verification.,"Analyse organisational needs, staff feedback, and relevant legislations to identify key priorities for policy and process development.","Draft policies and processes that align with staff-centric principles, organisational goals, and industry best practices.","Coordinate with stakeholders to review, refine, and implement the policies and processes effectively across the organisation.",0.8
204,People's Association,Human Resources,Senior Manager (HR Business Partnering),Support and implement strategies that facilitate staff movements to meet the PAâ€™s operational requirements and current goals in line with workforce needs.,40,Medium,"AI can optimize staff movement strategies using predictive analytics and workforce planning tools, but human oversight is needed for strategic alignment and execution.",Pair,MAESTRO,READ,0.411682519,0.384231566,0.359138389,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,An AI-powered solution that streamlines document handling and verification.,Assess current workforce needs and operational requirements to identify gaps or areas for staff movement.,Develop and propose strategies to align staff movements with organizational goals and workforce planning.,"Coordinate and execute staff movement plans, ensuring alignment with operational priorities and compliance with policies.",0.8
204,People's Association,Human Resources,Senior Manager (HR Business Partnering),"Leverage on technology and digital tools to optimise and enhance HR functions, foster a tech-focused and pro-digitalisation culture in the HR team, and use data analytics to generate insights for operational planning purposes.",70,High,"AI can play a significant role in optimizing HR functions, fostering digitalization, and generating actionable insights through advanced data analytics tools.",Pair,SENSE,READ,0.432107201,0.406672373,0.405179962,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI-powered solution that streamlines document handling and verification.,Identify and implement technology solutions to streamline HR processes and improve efficiency.,Develop initiatives to promote a pro-digitalisation mindset and upskill HR team members in using digital tools.,Analyse HR data to extract actionable insights for strategic and operational planning.,0.8
205,People's Association,Social and Community Development,"Residents' Committee Manager, (Sin Ming Gardens RN)",You will assist Residents' Committees/Neighbourhood Committees/Residentsâ€™ Network (RCs/NCs/RNs) to widen their outreach and deepen engagement with residents.,30,Medium,"While AI can assist in outreach and engagement through tools like automated communication platforms, social media analytics, and targeted marketing, the human element is crucial for building relationships and trust within the community.",CrowdTaskSG,Kaki,Pair,0.366736108,0.36615822,0.354983982,Enables public agencies to crowdsource ideas and engage citizens in shaping policies and initiatives.,"Enhances care coordination and information sharing for residents, caregivers, and providers.",A suite of AI tools designed to help public officers enhance productivity using LLMs.,Coordinate with RCs/NCs/RNs to plan community engagement activities tailored to residents' needs.,Develop strategies to increase awareness and participation in RCs/NCs/RNs initiatives.,Facilitate feedback collection from residents to improve outreach and engagement efforts.,0.8
205,People's Association,Social and Community Development,"Residents' Committee Manager, (Sin Ming Gardens RN)","You will assist RCs/NCs/RNs to promote and market RC/NC/RN activities, courses and events, form and develop Interest Groups, and attract new customers.",50,Medium,"AI can be used for marketing and promotion through automated email campaigns, social media management, and data-driven insights to attract new customers. However, forming and developing interest groups requires human interaction and understanding of community dynamics.",SENSE,AIBots,Pair,0.360034206,0.334549037,0.331720615,An AI data assistant that enables non-technical users to analyse datasets easily.,A platform that allows users to quickly and easily create RAG-powered AI chatbots.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,"Coordinate with RCs/NCs/RNs to identify and plan promotional strategies for activities, courses, and events.",Engage community members to form and develop Interest Groups based on shared interests and needs.,Develop outreach initiatives to attract new participants and customers to RC/NC/RN programs.,0.8
205,People's Association,Social and Community Development,"Residents' Committee Manager, (Sin Ming Gardens RN)","You will assist in the operations of RC/NC centres, RC/NC/RN accounts and provide administrative support for RCs.",70,High,"AI can automate administrative tasks such as account management, scheduling, and basic operations through software solutions, reducing manual effort significantly.",Pair,READ,MAESTRO,0.389355971,0.374769879,0.365051321,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI-powered solution that streamlines document handling and verification.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,Coordinate the day-to-day activities and logistics for RC/NC centres to ensure smooth operations.,"Monitor and manage RC/NC/RN accounts, including tracking expenditures and ensuring compliance with financial guidelines.","Provide administrative support to RCs, such as preparing documents, scheduling meetings, and maintaining records.",0.8
205,People's Association,Social and Community Development,"Residents' Committee Manager, (Sin Ming Gardens RN)","Assist the assigned RN in widening outreach and deepening engagement with residents and thereby, building social capital and to achieve an active community.",30,Medium,"AI can support outreach and engagement through tools like chatbots and data analysis, but building social capital and fostering an active community requires human interaction and emotional intelligence.",VICA,SENSE,Kaki,0.388524935,0.387855985,0.371738214,An AI-driven platform for creating user-friendly chatbots for citizen services.,An AI data assistant that enables non-technical users to analyse datasets easily.,"Enhances care coordination and information sharing for residents, caregivers, and providers.",Coordinate with the RN to identify key community groups and stakeholders for outreach efforts.,Organize and participate in community events to foster engagement and build relationships with residents.,Gather feedback from residents to understand their needs and improve future outreach initiatives.,0.8
205,People's Association,Social and Community Development,"Residents' Committee Manager, (Sin Ming Gardens RN)","Based at RN centre(s), the Manager operates the centre and works closely with RN to handle enquiries from members of the public, collection of course/activity fees and assist in other administrative roles.",60,High,"AI can handle enquiries through chatbots, automate fee collection, and assist with administrative tasks using software solutions, but human oversight is still required for complex queries and customer service.",VICA,Pair,SENSE,0.342215546,0.32831311,0.318919335,An AI-driven platform for creating user-friendly chatbots for citizen services.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI data assistant that enables non-technical users to analyse datasets easily.,"Manage the daily operations of the RN centre, ensuring smooth functioning and addressing any operational issues.",Handle public enquiries by providing accurate information and assistance regarding centre services and activities.,Facilitate the collection of course or activity fees and support other administrative tasks as required.,0.8
205,People's Association,Social and Community Development,"Residents' Committee Manager, (Sin Ming Gardens RN)","Keep abreast of all activities, courses and events organised or to be organised by the assigned RN or any other local matters to ensure the smooth operation of the RN.",40,Medium,"AI can track and organize activities, courses, and events using scheduling and management tools, but human involvement is needed to interpret local matters and ensure smooth operations.",Pair,AISAY,SENSE,0.351449707,0.319015215,0.316996065,A suite of AI tools designed to help public officers enhance productivity using LLMs.,"An AI document reader that autonomously detects, extracts, and integrates information from various documents into systems.",An AI data assistant that enables non-technical users to analyse datasets easily.,"Monitor and review schedules and plans for activities, courses, and events organised by the assigned RN.",Communicate with relevant stakeholders to gather updates on local matters and upcoming events.,Identify and address potential issues or gaps to ensure smooth operation of the RN's activities and events.,0.8
206,People's Association,Social and Community Development,"Job Ambassador, SE CDC","To manage the engagement of resident jobseekers and coordinate onboarding of community employers to the Jobs Nearby @ CDC scheme, connecting residents through localised workforce development and job matching initiatives.",40,Medium,"While AI can assist in matching jobseekers with employers through algorithms and data analysis, the engagement and onboarding process requires human interaction, empathy, and understanding of local community dynamics, which limits full automation.",SENSE,VICA,READ,0.382654036,0.359582319,0.349407639,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI-driven platform for creating user-friendly chatbots for citizen services.,An AI-powered solution that streamlines document handling and verification.,Engage resident jobseekers to understand their employment needs and preferences.,Coordinate with community employers to onboard them into the Jobs Nearby @ CDC scheme.,Facilitate localised workforce development and job matching initiatives to connect residents with suitable opportunities.,0.8
206,People's Association,Social and Community Development,"Job Ambassador, SE CDC",Other ad-hoc duties not covered under main responsibilities and duties.,0,NA,This is not a task as it is a placeholder for unspecified duties.,,,,,,,,,,,,,0.9
206,People's Association,Social and Community Development,"Job Ambassador, SE CDC",Manage the engagement of resident jobseekers and coordinate onboarding of community employers to the Jobs Nearby @ CDC scheme across CDCs and CCs.,40,Medium,"AI can support coordination and engagement through tools like CRM systems and automated communication, but human interaction is essential for effective onboarding and relationship building.",GatherSG,Pair,SENSE,0.381800619,0.372319197,0.364204432,A case management system that enhances interactions and coordinates public service delivery.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI data assistant that enables non-technical users to analyse datasets easily.,Develop and implement strategies to engage resident jobseekers and promote participation in the Jobs Nearby @ CDC scheme.,"Coordinate with community employers to onboard them into the Jobs Nearby @ CDC scheme, ensuring alignment with program objectives.",Facilitate collaboration between CDCs and CCs to streamline communication and support for both jobseekers and employers.,0.8
206,People's Association,Social and Community Development,"Job Ambassador, SE CDC","Provide personalised guidance to resident jobseekers (e.g. listen with empathy, understand challenges, and guide jobseekers step-by-step in their job search journey).",20,Medium,"AI can provide basic guidance and resources for jobseekers, but personalized support, empathy, and understanding of individual challenges require human involvement.",SENSE,VICA,READ,0.389763745,0.370580124,0.33687872,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI-driven platform for creating user-friendly chatbots for citizen services.,An AI-powered solution that streamlines document handling and verification.,Conduct one-on-one consultations to actively listen and empathize with jobseekers' concerns.,Identify specific challenges faced by jobseekers and assess their individual needs.,Develop a tailored step-by-step job search plan and provide actionable advice to address their challenges.,0.8
206,People's Association,Social and Community Development,"Job Ambassador, SE CDC","Coordinate with employers (e.g. SMEs, neighbourhood businesses, community-based employers) and vendors to facilitate job seeker profiles creation, posting listings management, and effective utilisation of the job portal.",60,High,"AI can automate job posting management, profile creation, and portal utilization through algorithms and data processing, reducing manual effort significantly.",READ,SENSE,Pair,0.420926152,0.401736836,0.399795889,An AI-powered solution that streamlines document handling and verification.,An AI data assistant that enables non-technical users to analyse datasets easily.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,Engage with employers and vendors to gather requirements and preferences for job seeker profiles and job listings.,Assist employers in creating and managing job seeker profiles and job listings on the job portal.,Provide guidance and training to employers and vendors on effectively utilising the job portal for recruitment purposes.,0.8
206,People's Association,Social and Community Development,"Job Ambassador, SE CDC","Guide jobseekers in setting up digital profiles, uploading documents, and navigating job portals or related platforms to apply for jobs.",50,Medium,"AI can assist with guiding jobseekers through automated tutorials and chatbots, but human intervention may still be required for complex queries or technical issues.",VICA,READ,SENSE,0.441691733,0.435862698,0.425215971,An AI-driven platform for creating user-friendly chatbots for citizen services.,An AI-powered solution that streamlines document handling and verification.,An AI data assistant that enables non-technical users to analyse datasets easily.,Assist jobseekers in creating and optimizing their digital profiles by providing guidance on key information to include.,Support jobseekers in organizing and uploading necessary documents required for job applications.,Provide step-by-step instructions to help jobseekers navigate job portals and related platforms effectively.,0.8
206,People's Association,Social and Community Development,"Job Ambassador, SE CDC","Facilitate connections between jobseekers and employers through face-to-face or online platforms, including on-the-spot interviews.",30,Medium,"AI can help schedule interviews and match jobseekers with employers, but facilitating connections and conducting interviews often require human interaction.",VICA,SENSE,MAESTRO,0.398010559,0.389015061,0.372545076,An AI-driven platform for creating user-friendly chatbots for citizen services.,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,"Organize and schedule events or sessions for jobseekers and employers to interact, either in-person or online.",Coordinate with employers to identify job openings and prepare relevant materials for jobseekers.,Assist in conducting on-the-spot interviews by managing logistics and ensuring smooth communication between parties.,0.8
